icd1,sales,profit,profits,profitpure,equity,assets
3,10621400000,1661,1739,987,19486,28867
3,51235,536,660,100,20948,39089
3,8460,-172,-279,-1755,13948,14667
3,18493500000,1190900000,10666600000,1067800000,52237200000,105902000000
4,207006000000,201736000000,17285000000,197769000000,54403000000,150570000000
3,191977000000,16989,24513,24654,2961200000,108023000000
3,39909200000,26957,27361,18534,13666600000,20249200000
3,87989,147,187,-238,26396,41790
3,71528,3221,3616,2460,28531,43669
3,61567,0,2528,2400,19955,27612
3,10794900000,7181,10218,7167,74764,18738200000
